OBJET,CORRESPONDANCE,DESCRIPTION
v9448263,tomorrowFajrTimeFormatted,Heure Fajr demain formatée
v9448363,midnightDisplayTime,Heure minuit pour affichage
v9448463,lastThirdDisplayTime,Heure dernier tiers pour affichage
v9418763,nightPrayerSymbols,Symboles pour prières de nuit
v9331563,encodedString3,Chaîne encodée 3
v9331463,encodedString4,Chaîne encodée 4
v9417163,playAzanSoundFunction,Fonction pour jouer le son de l'adhan
v9346763,redirectToAudioHandlerFunction,Fonction pour rediriger vers le gestionnaire audio
v9391463,playIqamaSoundFunction,Fonction pour jouer le son de l'iqama
v9403863,playDohaAlertSoundFunction,Fonction pour jouer le son d'alerte Doha
v9475463,scrollableDivId,ID du div à faire défiler
v9448563,currentScrollTop,Position actuelle de défilement
v9347263,timeStringToMinutesFunction,Fonction pour convertir une chaîne heure en minutes
v9501563,timeString,Chaîne heure
v9501663,minutesPart,Partie minutes
v9501763,hoursPart,Partie heures
v9377763,detectOrientationFunction,Fonction pour détecter l'orientation
v9327763,transformCoordsVrRightFunction,Fonction pour transformer les coordonnées VR droite
v9328563,transformCoordsVrLeftFunction,Fonction pour transformer les coordonnées VR gauche
v9461663,viewportWidth,Largeur de la fenêtre
v9461763,viewportHeight,Hauteur de la fenêtre
v9488863,handleResizeFunction,Fonction pour gérer le redimensionnement
v9377863,screenWidth,Largeur de l'écran
v9366263,screenHeight,Hauteur de l'écran
v9377963,updateMarqueeDisplayFunction,Fonction pour mettre à jour l'affichage du marquee
v9392663,setElementDisabledStateFunction,Fonction pour définir l'état désactivé d'un élément
v9488963,disabledState,État désactivé
v9489063,elementToDisable,Élément à désactiver
v9347363,updateVoiceCheckboxDependentsFunction,Fonction pour mettre à jour les dépendances de la checkbox voix
v9347463,isFullClock,Drapeau horloge complète
v9355063,updateClockDisplayFunction,Fonction pour mettre à jour l'affichage de l'horloge
v9404863,updateMeteoDisplay,Drapeau pour mettre à jour l'affichage météo
v9366363,updateMeteoVisibilityFunction,Fonction pour mettre à jour la visibilité météo
v9366463,updateMeteoWithPrayersVisibilityFunction,Fonction pour mettre à jour la visibilité météo avec prières
v9448663,updateWcsvModeFunction,Fonction pour mettre à jour le mode WCSV
v9489163,isWcsvActive,Drapeau WCSV actif
v9433363,recalculateTimes,Drapeau pour recalculer les horaires
v9448763,updatePsFlagVisibilityFunction,Fonction pour mettre à jour la visibilité du drapeau PS
v9461863,psFlagVisibility,Visibilité du drapeau PS
v9404963,updateDimPastPrayersCheckboxFunction,Fonction pour mettre à jour la checkbox griser prières
v9366563,updateNightPrayersVisibilityFunction,Fonction pour mettre à jour la visibilité des prières de nuit
v9366163,updateIqamaTimesDisplayFunction,Fonction pour mettre à jour l'affichage des heures d'iqama
v9334563,updateHrNamesPositionFunction,Fonction pour mettre à jour la position des noms HR
v9434363,refreshIqamaDisplay,Drapeau pour rafraîchir l'affichage iqama
v9378263,storageInfoElement,Élément info stockage
v9420063,totalStorageSize,Taille totale du stockage
v9502663,storageKeyItem,Clé d'élément de stockage
v9476463,storageItemValue,Valeur d'élément de stockage
v9463163,storageSizeMB,Taille stockage en Mo
v9449463,storageUsagePercent,Pourcentage d'utilisation du stockage
v9342363,updateUserFilesSectionFunction,Fonction pour mettre à jour la section fichiers utilisateur
v9449563,loadImagesFromStorage,Drapeau pour charger les images du stockage
v9367863,updateMarqueeCheckboxFunction,Fonction pour mettre à jour la checkbox marquee
v9342463,updateBlackScreenClockCheckboxFunction,Fonction pour mettre à jour la checkbox horloge écran noir
v9348163,updateBlackScreenDateCheckboxFunction,Fonction pour mettre à jour la checkbox date écran noir
v9348263,updateDohaScreenSaverCheckboxFunction,Fonction pour mettre à jour la checkbox économiseur Doha
v9348363,updateIshaScreenSaverCheckboxFunction,Fonction pour mettre à jour la checkbox économiseur Isha
v9356163,updateVrNamesPositionFunction,Fonction pour mettre à jour la position des noms VR
v9378363,updateShowIqamaScreenCheckboxFunction,Fonction pour mettre à jour la checkbox afficher écran iqama
v9393363,updateShowAzanScreenCheckboxFunction,Fonction pour mettre à jour la checkbox afficher écran adhan
v9378463,hrDiffBottom,Variable CSS --HRdiffBtm
v9356263,hrDiffRight,Variable CSS --HRdiffRight
v9393463,nextPrayerFontSize,Taille police prochaine prière
v9378563,nextPrayerContainerSize,Taille conteneur prochaine prière
v9378663,updateDatePositionHrFunction,Fonction pour mettre à jour la position de la date HR
v9420163,weatherClickCounter,Compteur de clics météo
v9420263,dateSeparator,Séparateur de date
v9449663,weatherWidgetHrDateRightClass,Classe widget météo quand date à droite
v9449763,dateDisplayHrClass,Classe affichage date HR
v9463263,mosqueNameHrClass,Classe nom mosquée HR
v9405863,updateVerifyInternetCheckboxFunction,Fonction pour mettre à jour la checkbox vérifier Internet
v9348463,updateTimesBgShadowsFunction,Fonction pour mettre à jour les ombres d'arrière-plan
v9325463,updateSemiTransparentBgsFunction,Fonction pour mettre à jour la semi-transparence
v9367963,updateCounterColorAlertCheckboxFunction,Fonction pour mettre à jour la checkbox alerte couleur compteur
v9378763,updateIqamaHadithCheckboxFunction,Fonction pour mettre à jour la checkbox hadith iqama
v9378863,updateAlertLastMinuteCheckboxFunction,Fonction pour mettre à jour la checkbox alerte dernière minute
v9434463,updateEidFitrCheckboxFunction,Fonction pour mettre à jour la checkbox Aïd Fitr
v9434563,updateEidAdhaCheckboxFunction,Fonction pour mettre à jour la checkbox Aïd Adha
v9368063,updateAzkarOnSettingsFunction,Fonction pour mettre à jour les paramètres adhkar activés
v9348563,updateFullScreenCounterCheckboxFunction,Fonction pour mettre à jour la checkbox compteur plein écran
v9378963,updateLastMinuteCounterCheckboxFunction,Fonction pour mettre à jour la checkbox compteur dernière minute
v9348663,updateJomoaAzanCheckboxFunction,Fonction pour mettre à jour la checkbox adhan Jomoaa
v9393563,updateJomoaLogoDisplayFunction,Fonction pour mettre à jour l'affichage du logo Jomoaa
v9509563,fivePrayersTableClass,Classe pour tableau 5 prières
v9405963,updateAddZeroAmPmCheckboxFunction,Fonction pour mettre à jour la checkbox ajouter zéro AM/PM
v9393663,updateHomeModeLayoutFunction,Fonction pour mettre à jour la disposition mode maison
v9420363,useArabicDigits,Drapeau utiliser chiffres arabes
v9434663,refreshClockDisplay,Drapeau rafraîchir affichage horloge
v9434763,dohaTimeDisplayString,Chaîne affichage heure Doha
v9463363,iqamaSymbol,Symbole iqama (’)
v9434863,dohaDisplayText,Texte affichage Doha
v9476563,hrCellBackgroundUrl,URL arrière-plan cellule HR
v9356763,unusedConstant1,Constante non utilisée 1
v9356863,unusedConstant2,Constante non utilisée 2
v9450063,temperatureUnit,Unité de température
v9450163,currentTemperature,Température actuelle
v9477863,unusedNumberString1,Chaîne numérique non utilisée 1
v9477263,unusedNumberString2,Chaîne numérique non utilisée 2
v9406463,decryptionKeyBase,Base de la clé de décryptage
v9376863,prayerTimesMinutesObject,Objet des horaires en minutes
v9347063,fastingMondayMessage,Message jeûne du lundi
v9336363,fastingThursdayMessage,Message jeûne du jeudi
v9500963,hexString,Chaîne hexadécimale
v9504063,decodedString,Chaîne décodée
v9342763,initDecodeStringsFunction,Fonction pour initialiser le décodage des chaînes
v9477963,regexPatternString,Chaîne de motif regex
v9491463,regexVar,Variable regex
v9491563,replacementChars,Caractères de remplacement
v9332263,extraEncodedPart,Partie encodée supplémentaire
v9348963,rtlAyatsLanguages,Liste des langues de versets RTL
v9326963,cyrillicAyatsLanguages,Liste des langues de versets cyrilliques
v9325263,otherAyatsLanguages,Autres langues de versets
v9326463,upperAyatsLang,Langue des versets en majuscule
v9329163,isSpecialAyatsFont,Drapeau pour police spéciale des versets
v9325063,ayatsFontConfig,Configuration des polices pour versets
v9504163,currentAyatsFontConfig,Configuration actuelle de police des versets
v9337663,applySpecialAyatsFontFunction,Fonction pour appliquer la police spéciale des versets
v9332063,importedTimesArray,Tableau des horaires importés
v9325563,importedTimesInvalid,Drapeau horaires importés invalides
v9324563,useImportedTimes,Drapeau utiliser horaires importés
v9435763,wcsvScriptUrl,URL du script WCSV
v9491663,wcsvScriptElement,Élément script WCSV
v9478063,storedImportedTimes,Temps importés stockés
v9478163,wtimesScriptUrl,URL du script wtimes
v9490363,optionsMenuSymbol,Symbole menu Options
v9379163,personalFilesMenuSymbol,Symbole menu Fichiers personnels
v9435063,azkarMenuSymbol,Symbole menu Adhkar
v9463563,syncMenuSymbol,Symbole menu Synchro
v9324463,languagesWithNoArabicDigits,Liste des langues sans chiffres arabes
v9330263,rtlLanguages,Liste des langues RTL
v9337563,allLanguagesList,Liste complète des langues supportées
v9324963,languagesWithAltFont,Liste des langues avec police alternative
v9332163,versionNumberString,Chaîne du numéro de version
v9327263,versionCheckUrl,URL de vérification de version
v9379563,bigNextPrayCounterToggleDiv,Div déclencheur du basculement du grand compteur de prochaine prière
v9338063,deactivateBlackScreenFunction,Fonction pour désactiver/fermer l'écran noir (vertical et horizontal)
v9425263,infoTextClass,Classe CSS générale appliquée aux textes et blocs d'information
v9494163,settingsActionButtonClass,Classe CSS pour les boutons d'action des paramètres (export/import)
v9494363,settingsTableClass,Classe CSS pour les tableaux de la section paramètres/thèmes
v9495863,locationSelectButtonClass,Classe CSS pour les boutons de sélection du pays et de la ville
v9468263,locationListContentClass,Classe CSS pour les divs de contenu des listes pays/ville
v9421263,userAgentString,Chaîne userAgent du navigateur (navigator.userAgent)
v9324863,isTawkitAndroidApp,Booléen : l'app tourne dans l'application Android Chagdali Tawkit
v9331963,encodedString5,Cinquième chaîne encodée décodée au runtime dans initDecodeStringsFunction
v9341663,isRtlLanguage,Booléen indiquant si la langue courante est RTL (droite à gauche)
v9406163,weatherApiData,Objet JSON reçu de l'API météo (timezone / hourly temperature / weathercode)
v9363763,themeColorsArray,Tableau des couleurs du thème courant : [clockColor | salatColor | lowerColor | bgTubeColor]
v9337263,ramadanDaysLeftText,Texte affiché pour le nombre de jours restants avant le Ramadan
v9346963,isRamadanMonth,Booléen vrai si le mois hijri courant est le Ramadan (mois == 9)
v9327063,isAppInitialized,Booléen activé après 3 secondes signalant la fin de l'initialisation de l'app
v9390063,currentSlideIndex,Index du slide courant dans JS_SLIDES_DATA (incrémenté cycliquement)
v9342863,hrHadithMaxSize,Taille maximale du hadith en mode horizontal (valeur: 37)
v9419563,specialMessagesHtmlText,HTML accumulé des messages spéciaux séparés par des puces (injecté en innerHTML)
v9325663,currentPrayerThemeIndex,Index 0-5 de la prière courante pour la sélection du thème (v9347163[index])
v9337463,isHadithVisible,Booléen indiquant si le hadith est actuellement visible (visibility == visible)
v9379363,isTvPointerActive,Booléen indiquant si le pointeur TV est actif/affiché
v9435563,tvPointerStepPixels,Pas de déplacement en pixels du pointeur TV par touche directionnelle (9px)
v9464463,tvPointerPositionX,Position horizontale courante du pointeur TV en pixels (offsetLeft)
v9464563,tvPointerPositionY,Position verticale courante du pointeur TV en pixels (offsetTop)
v9394163,tvPointerHideTimeoutId,ID du setTimeout pour masquer automatiquement le pointeur TV après 5 secondes
v9376763,currentNextPrayerNamesString,Chaîne des prières courante et suivante séparées par | (ex: MGRB|ISHA)
v9513163,menuSymbolSpanId,ID de span partagé pour les icônes symboles du menu (bullet / sync / azkar / options)
v9348763,iqamaFajrKey,Clé localStorage pour l'iqama du Fajr (valeur: ucIqamaFAJR)
v9394063,bottomMessageKeyPrefix,Préfixe des clés de messages du bas (valeur: MsgBTM_)
v9406263,slideKeyPrefix,Préfixe des IDs de slides (valeur: Slide_)
v9420663,yearEndDatePattern,Marqueur de fin d'année dans les données de slides (valeur: 12-31~~~~~)
v9435663,binaryDigitsArray,Tableau ["0" et "1"] utilisé pour construire des chaînes numériques
v9365863,weekDayNamesArray,Tableau des noms des jours de la semaine (depuis cx_NamesWeekDays)
v9419963,hijriMonthNamesArray,Tableau des noms des mois hijri (depuis cx_MenuMonthsHijri)
v9339963,currentPrayerAzkarIndex,Index 0-5 de la prière courante pour la logique d'azkar (0=Fajr...5=Isha)
v9368263,lastTvClickTimestamp,Horodatage Date.now() du dernier clic TV pour détection double-clic (< 290ms)
v9353863,currentPrayerName,Nom localisé de la prière courante (depuis prayerNamesArray) affiché en innerHTML
v9420463,decodedHexAppName,Partie du nom de l'application décodée depuis la chaîne hexadécimale (extraEncodedPart)
v9347163,salatThemesArray,Tableau des thèmes pour chaque salat (depuis ucThemes4eachSalat séparé par |)
v9347663,dailyThemesArray,Tableau des thèmes journaliers (depuis ucThemes4EveryDays séparé par |)
v9414763,unusedElement,Élément DOM non utilisé (probablement un vestige de développement)
v9363763,themeColorsArray,Tableau des couleurs du thème après découpage de la chaîne
v9499663,forcedVerticalModeParam,Paramètre pour forcer le mode vertical (0=off, 1=droite, 2=gauche)
v9445063,delayBeforeBlackScreen,Délai en millisecondes avant d'activer l'écran noir
v9339963,currentPrayerIndex,Index de la prière en cours (0=FAJR,1=SHRQ,2=DOHR,3=ASSR,4=MGRB,5=ISHA)
v9338063,deactivateBlackScreen,Fonction qui désactive l'écran noir (remet l'échelle à 0)
v9390063,currentSlideIndex,Index du slide en cours d'affichage
v9473163,azkarTextDisplayVerticalElement,Élément DOM pour l'affichage du texte des azkar en mode vertical
v9473263,azkarTextDisplayHorizontalElement,Élément DOM pour l'affichage du texte des azkar en mode horizontal
v9390363,minTextLengthParam,Paramètre de longueur minimale de texte pour le calcul de la taille de police
v9390463,textLengthRange,Plage de longueur de texte (max - min)
v9390563,fontSizeRange,Plage de taille de police (max - min)
v9403163,textLengthDelta,Différence entre la longueur actuelle et la longueur minimale
v9390663,textLengthPercent,Pourcentage de la longueur du texte par rapport à la plage
v9364763,fontSizeDelta,Réduction de taille de police calculée
v9353363,calculatedFontSize,Taille de police calculée
v9324863,isTawkitApp,Indique si l'application tourne dans l'environnement Tawkit Android (userAgent)
v9325163,showStaticMessageFunction,Fonction qui affiche un message statique (remplace le hadith/marquee)
v9485663,updateTimeAndPrayersFunction,Fonction principale de mise à jour de l'heure et des vérifications des prières
v9460463,amSymbolHtml,Symbole HTML pour l'affichage "AM" (ou équivalent localisé)
v9329963,isFridayAndDohr,Booléen indiquant si c'est vendredi et l'heure de Dohr
v9376463,highlightCurrentPrayer,Fonction qui met en surbrillance la prière en cours
v9346963,isRamadan,Booléen indiquant si on est en Ramadan (mois de jeûne)
v9333363,isEidAlAdhaPeriod,Période de l'Aïd al-Adha (10-13 Dhou al-Hijja)
v9336263,isLastDaysRamadan,Derniers jours du Ramadan (29-30 Chaabane)
v9376563,updateBottomMessages,Fonction qui met à jour les messages du bandeau inférieur
v9336463,changeThemeByDay,Fonction qui change le thème selon le jour de la semaine
v9333463,changeThemeRandomly,Fonction qui change le thème aléatoirement
v9417263,updateWeatherData,Fonction qui récupère et met à jour les données météo
v9333563,applyDimPastPrayers,Fonction qui atténue les prières passées si l'option est activée
v9376663,refreshWeatherDisplay,Fonction qui rafraîchit l'affichage météo
v9327063,isThemeChangeBySalatActive,Booléen indiquant si le changement de thème par prière est actif
v9324263,changeThemeByPrayer,Fonction qui change le thème en fonction de la prière en cours
v9340963,checkReminders,Fonction qui vérifie et déclenche les rappels (reminders)
v9391563,countOccurrences,Fonction qui compte le nombre d'occurrences d'un caractère dans une chaîne
v9510963,charToCount,Caractère à compter
v9460563,sourceString,Chaîne source dans laquelle compter
v9446063,currentTimeMinutes,Minutes actuelles (pour la vérification des rappels)
v9446163,reminderLine,Ligne de rappel en cours de traitement
v9446263,reminderParts,Parties d'un rappel (minutes, BEFORE/AFTER, prière, message)
v9486363,reminderMinutes,Nombre de minutes avant/après
v9460663,reminderType,Type de rappel ("BEFORE" ou "AFTER")
v9460763,reminderPrayer,Nom de la prière cible (FAJR, DOHR, etc.)
v9432063,reminderMessage,Message du rappel
v9376763,currentPrayerInterval,Intervalle de prière courant (ex: "FAJR|SHRQ")
v9432163,prayerPair,Paire de prières séparées par "|"
v9391663,nextPrayerName,Nom de la prochaine prière
v9404163,nextPrayerMinutes,Minutes de la prochaine prière
v9336563,extractedMessage,Message extrait des parenthèses dans le rappel
v9365163,extractBetween,Fonction qui extrait le texte entre deux délimiteurs
v9404263,currentPrayerName,Nom de la prière courante
v9460863,setInternetStatus,Fonction qui définit la couleur du témoin de connexion internet
v9446363,isInternetConnected,Booléen indiquant si internet est connecté
v9432263,minutesToTimeString,Fonction convertissant des minutes en chaîne HH:MM
v9446463,minutes,Minutes à convertir
v9474263,hoursPart,Partie heures
v9446563,minutesPart,Partie minutes
v9446663,formatPrayerTimeDiff,Fonction formatant la différence de temps avant la prochaine prière
v9391763,nextPrayerNameTemp,Nom temporaire de la prochaine prière
v9417363,updateNextPrayerDisplay,Fonction mettant à jour l'affichage du temps restant avant la prochaine prière
v9474363,remainingMinutes,Minutes restantes avant la prochaine prière
v9365263,formattedRemainingTime,Temps restant formaté en chiffres arabes
v9365363,nextPrayerTimeDisplayHorizontalElement,Élément DOM pour l'affichage du temps restant horizontal
v9365463,nextPrayerTimeDisplayVerticalElement,Élément DOM pour l'affichage du temps restant vertical
v9353963,jomoaTimeDisplayHorizontalElement,Élément DOM pour l'affichage de l'heure de Jomoa
v9446763,jomoaLabel,Libellé "Jomoa" (prière du vendredi)
v9328463,isTawkitInfoMissing,Booléen indiquant si les informations Tawkit (version, ville) sont manquantes
v9474463,separator,Séparateur (espace + "|" + espace)
v9376963,cityCodeDisplay,Code de la ville affiché (avec espace)
v9486463,formattedJomoaTime,Heure de Jomoa formatée
v9336663,appVersionString,Chaîne de version de l'application
v9446863,currentTimeMinutesLocal,Minutes actuelles (variable locale pour la fonction)
v9354163,midnightAdjusted,Minuit ajusté (1440 + midnight si nécessaire)
v9417463,themeIndexForPrayer,Index du thème pour la prière détectée
v9486563,themeIndexFromSettings,Index du thème lu depuis les paramètres
v9347163,themesForEachSalat,Tableau des thèmes pour chaque prière
v9325663,currentThemeIndexForPrayer,Index du thème actuel pour la prière en cours
v9341063,highlightPrayerRow,Fonction qui surligne la rangée de prière correspondante
v9474563,verticalRowElement,Élément DOM de la rangée verticale
v9474663,horizontalCellElement,Élément DOM de la cellule horizontale
v9507063,isShuruqPrayer,Booléen indiquant si c'est la prière Shuruq (Doha)
v9341163,showAzanPopup,Fonction affichant la popup de l'appel à la prière
v9341263,positionHighlightBar,Fonction positionnant la barre de surbrillance
v9432463,verticalElement,Élément vertical
v9432563,horizontalElement,Élément horizontal
v9446963,highlightBarVerticalElement,Élément DOM de la barre de surbrillance verticale
v9417563,highlightBarHorizontalElement,Élément DOM de la barre de surbrillance horizontale
v9417663,highlightOffset,Décalage pour le positionnement de la barre
v9486663,elementRect,Rectangle de l'élément (getBoundingClientRect)
v9486763,elementLeft,Position gauche de l'élément
v9486863,elementTop,Position haute de l'élément
v9447063,cellWidthPart,Partie de la largeur de la cellule
v9447163,cellWidthHalf,Demi-largeur de la cellule
v9377063,highlightedCellClass,Classe CSS pour la cellule surlignée
v9391863,prayerTimeMinutes,Minutes de l'heure de prière à vérifier
v9377163,azanPopupPrayerNameVerticalElement,Élément DOM du nom de prière dans la popup Adhan verticale
v9377263,azanPopupPrayerNameHorizontalElement,Élément DOM du nom de prière dans la popup Adhan horizontale
v9460963,isDohaPrayer,Booléen indiquant si c'est la prière de Doha (Shuruq)
v9447263,azanPopupDisplayDuration,Durée d'affichage de la popup Adhan en millisecondes
v9432663,hideAzanPopupFunction,Fonction masquant la popup Adhan
v9500063,elementId,Identifiant d'élément DOM générique
v9507163,visibleTransitionClass,Classe CSS pour la transition d'apparition
v9486963,semiTransparentClass,Classe CSS pour l'affichage semi-transparent
v9500163,fullScreenVisibleClass,Classe CSS pour l'affichage plein écran visible
v9487063,fullScreenHiddenClass,Classe CSS pour l'affichage plein écran masqué
v9500263,fadeInClass,Classe CSS pour l'apparition progressive
v9487163,fadeOutClass,Classe CSS pour la disparition progressive
v9341363,showIqamaCounter,Fonction affichant le compteur d'Iqama
v9354263,isFullScreenCounterForced,Booléen indiquant si le compteur plein écran est forcé
v9377363,addOneHour,Fonction ajoutant une heure à une heure donnée
v9487263,timeString,Chaîne d'heure au format HH:MM
v9500363,timeParts,Parties de l'heure (heures, minutes)
v9447363,adjustedHours,Heures ajustées (incrémentées/décrémentées)
v9377463,subtractOneHour,Fonction soustrayant une heure à une heure donnée
v9404363,findIndexInArray,Fonction cherchant l'index d'une chaîne dans un tableau
v9487363,targetArray,Tableau cible pour la recherche
v9365563,applyArabicDigits,Fonction appliquant ou non les chiffres arabes
v9391963,adjustAzkarFontSize,Fonction ajustant la taille de police des azkar (SULTAN)
v9474763,sultanFontOffset,Décalage de police pour la fonte SULTAN
v9354063,convertTo12HourFormat,Fonction convertissant une heure 24h en format 12h
v9461063,time24h,Heure au format 24h (HH:MM)
v9333763,isSummerTimeActive,Booléen indiquant si l'heure d'été est active
v9341463,hijriDateString,Chaîne de la date hégirienne (avec balises HTML)
v9341563,hijriDateShort,Date hégirienne courte
v9354363,hijriDateArray,Tableau [jour, mois, année] hégirien
v9333863,isFirstTenDhulHijjah,Booléen indiquant si on est dans les 10 premiers jours de Dhou al-Hijja
v9392063,isEidOrTashreeq,Booléen indiquant si c'est l'Aïd ou les jours de Tashreeq
v9336763,isLastTenRamadan,Booléen indiquant si on est dans les 10 derniers jours du Ramadan
v9330063,isWhiteDaysPeriod,Période des jours blancs (13-15 du mois lunaire)
v9365663,isDhulHijjahFirstNine,Booléen pour les 9 premiers jours de Dhou al-Hijja
v9354463,isEidFitrPeriod,Période de l'Aïd al-Fitr
v9354563,isEidAdhaPeriod,Période de l'Aïd al-Adha
v9417763,prayerHourPrefixes,Préfixes pour les heures de prière (ex: "T05:00")
v9417863,prayerTimesMinutesArray,Tableau des heures de prière en minutes
v9365763,weekDaysNamesEnglish,Noms des jours de la semaine en anglais
v9354663,currentWeekDayName,Nom du jour courant en anglais
v9354763,hijriMonthDay,Chaîne mois/jour hégirien (MM/DD)
v9404463,specialEventLabel,Libellé d'événement spécial (ex: "10DLHJ")
v9417963,gregorianDateHtml,Date grégorienne formatée en HTML
v9404563,hijriDateDisplay,Date hégirienne affichée avec chiffres arabes
v9447563,currentDateObject,Objet Date pour les calculs courants
v9432863,currentDayIndex,Index du jour de la semaine (0-6)
v9500563,currentMonth,Numéro du mois (0-11)
v9507263,currentDay,Numéro du jour du mois
v9507563,fajrTimeStr,Heure Fajr sous forme de chaîne
v9507663,shuruqTimeStr,Heure Shuruq sous forme de chaîne
v9507763,dohrTimeStr,Heure Dohr sous forme de chaîne
v9507863,asrTimeStr,Heure Asr sous forme de chaîne
v9507963,maghribTimeStr,Heure Maghrib sous forme de chaîne
v9508063,ishaTimeStr,Heure Isha sous forme de chaîne
v9432963,dateKey,Clé de date (MM-DD) pour la recherche WCSV
v9500663,dateIndex,Index de la date dans le tableau JS_TIMES ou JS_WCSV_DATA
v9474863,wcsvLine,Ligne de données WCSV pour la date
v9447763,wcsvFields,Champs d'une ligne WCSV séparés par des virgules
v9500763,firstJomoaTime,Heure de la première prière de Jomoa
v9500863,secondJomoaTime,Heure de la deuxième prière de Jomoa
v9433063,dateKeyForTimes,Clé de date pour chercher dans JS_TIMES
v9433163,timesDataLine,Ligne de données des horaires de prière
v9433263,timesDataParts,Parties de la ligne (séparateur "~~~~~")
v9365963,prayerTimesArray,Tableau des heures de prière (Fajr, Shuruq, etc.)
v9392163,adjustAthanTime,Fonction ajustant l'heure d'appel (Adhan) par un nombre de minutes
v9474963,minutesOffset,Minutes à ajouter ou soustraire
v9448063,totalMinutes,Total des minutes après ajustement
v9488363,adjustedHours,Heures ajustées
v9488463,adjustedMinutes,Minutes ajustées
v9377663,getNextFridayPrayerTime,Fonction obtenant l'heure de la prière du vendredi suivant
v9511163,prayerIndexForFriday,Index de la prière (0-5) pour récupérer l'heure du vendredi
v9501063,tempDate,Date temporaire pour les calculs
v9461163,tempMonth,Mois temporaire
v9461263,tempDay,Jour temporaire
v9488563,dayOfWeek,Jour de la semaine (0-6)
v9392363,fridayPrayerTime,Heure de la prière du vendredi
v9501163,paddedDay,Jour formaté à deux chiffres
v9501263,paddedMonth,Mois formaté à deux chiffres
v9418063,dateKeyForFriday,Clé de date (MM-DD) pour le vendredi
v9501363,fridayDateIndex,Index de la date du vendredi
v9418163,fridayDataLine,Ligne de données pour le vendredi
v9404663,fridayDataFields,Champs de données pour le vendredi
v9418263,timesDataPartsFriday,Parties des horaires pour le vendredi
v9488663,currentDateObjectForIqama,Objet Date pour initialiser le compteur d'Iqama
v9326363,duplicateMainAzkar,Fonction dupliquant les azkar principaux selon l'option de répétition
v9366663,tempAzkarArray,Tableau temporaire pour la duplication des azkar
v9461963,azkarBlock,Bloc d'azkar en cours de construction
v9347563,sourceAzkarArray,Tableau source des azkar (selon orientation)
v9462063,azkarLine,Ligne d'azkar individuelle
v9392763,updateAzkar5minCheckboxes,Fonction mettant à jour les cases à cocher des azkar 5 min
v9501863,ayatsLanguageSelectorElement,Élément DOM du sélecteur de langue des versets coraniques
v9501963,ayatsLangListContainer,Conteneur de la liste des langues pour les versets
v9462163,lastAyaIndex,Index du dernier verset affiché
v9508563,randomAyaIndex,Index aléatoire pour le verset
v9334063,recursionCounter,Compteur de récursion pour éviter les boucles infinies
v9334163,ayaSpecialOffset,Décalage spécial pour la taille des versets contenant des balises <span>
v9462263,ayaTextLength,Longueur du texte du verset en caractères
v9448863,ayaCharacterCount,Compteur de caractères du verset
v9448963,calculatedAyaFontSize,Taille de police calculée pour le verset
v9489263,ayaFontSizeVertical,Taille de police pour le verset en mode vertical
v9489363,ayaFontSizeHorizontal,Taille de police pour le verset en mode horizontal
v9355163,isSpecialPeriod,Booléen indiquant une période spéciale (10 nuits/jours)
v9405063,hasSpecialKeyword,Booléen indiquant si le verset contient un mot-clé spécial
v9475563,specialAyaClass,Classe CSS pour les versets spéciaux
v9327863,pendingCallback,Callback en attente pour la boîte de dialogue
v9418863,dialogTitle,Titre de la boîte de dialogue
v9433563,defaultValue,Valeur par défaut dans le champ de saisie
v9418963,callbackFunction,Fonction callback à exécuter après validation
v9433663,isLtrInput,Booléen indiquant si le champ de saisie est en LTR
v9433763,setThemeTypeRadioButton,Fonction cochant le bouton radio du type de thème
v9502063,parsedThemeNumber,Numéro de thème parsé
v9366763,saveThemesForEachSalat,Fonction enregistrant les thèmes par prière
v9502263,arrayIndex,Index dans un tableau (générique)
v9366863,saveThemesForEachDay,Fonction enregistrant les thèmes par jour
v9347763,randomThemesList,Liste des thèmes aléatoires (séparés par des virgules)
v9392863,displayRandomThemesList,Fonction affichant la liste des thèmes aléatoires
v9392963,clockAdjustSpan,Élément DOM affichant l'ajustement horaire
v9489663,adjustedHoursValue,Valeur des heures d'ajustement
v9341863,updateClockAdjustDisplay,Fonction mettant à jour l'affichage de l'ajustement horaire
v9419063,eidMessageContainerHorizontal,Conteneur du message de l'Aïd en mode horizontal
v9419163,eidMessageContainerVertical,Conteneur du message de l'Aïd en mode vertical
v9366963,isEidActive,Booléen indiquant si un message d'Aïd est actif
v9347863,updateDohrXminAsrDisplay,Fonction mettant à jour l'affichage de Dohr X minutes avant Asr
v9341963,updatePrimaryAzanDisplay,Fonction mettant à jour l'affichage de l'Adhan primaire
v9331663,updateSlidesViewTimeDisplay,Fonction mettant à jour l'affichage de la durée des slides
v9331763,updateTawkitViewTimeDisplay,Fonction mettant à jour l'affichage de la durée de l'écran Tawkit
v9489763,iqamaTestCounter,Compteur pour le test d'Iqama (3 clics)
v9433863,azkarMainTestCounter,Compteur pour le test des azkar principaux
v9419263,slidesTestCounter,Compteur pour le test des slides
v9433963,azkarSabahTestCounter,Compteur pour le test des azkar du matin
v9434063,azkarMasaaTestCounter,Compteur pour le test des azkar du soir
v9337063,isMenuOpen,Booléen indiquant si le menu est ouvert
v9449063,menuToggleButtonVertical,Bouton d'ouverture/fermeture du menu en mode vertical
